source	site	% U	V
0	getretailjobs.com*	4.08535226835111E-06	33238
0	getsalesmanagerjobs.com*	0.000003807	31082
0	getsecurityguardjobs.com*	3.28377915792851E-06	28486
0	getsmart.com*	1.65787368087076E-06	12700
0	getsmartautoloan.com*	5.19792469488055E-06	42828
0	getsocialworkerjobs.com*	7.83418328010268E-07	6567
0	gettelemarketingjobs.com*	3.83261927927629E-05	314347
0	gettothebc.com*	1.03640127423423E-06	8453
0	gettranslationjobs.com*	2.0367560964324E-06	17026
0	gettravelagentjobs.com*	1.80745330118103E-06	15518
0	gettruckingjobs.com*	2.14607946008925E-06	16184
0	getveterinarytechnicianjobs.com*	1.86270698678377E-06	15584
0	getwatertreatmentjobs.com*	6.24892872888123E-07	5193
0	getweldingjobs.com*	2.90134471972098E-06	25466
0	gfmag.com*	4.99309138896754E-06	43192
0	ghananation.com*	4.87205950621868E-06	75909
0	ghanavisions.com*	1.4097583212356E-06	21283
0	giantcypress.net*	7.2474417615593E-07	6730
0	giantfoodstores.com*	3.32878460041588E-05	352377
0	giantfreakinrobot.com*	3.02183722125324E-05	307234
0	giantlife.com*	4.17217948858398E-06	33583
0	gibbsrules.com*	0.000000994	8232
0	giftshopmag.com*	1.2097926019114E-06	11328
0	gigaom.com*	0.0002906529	2468730
0	gild.com*	6.659384679073E-07	7612
0	gimme5games.com*	2.46023612965911E-06	26875
0	girlfriendsocial.com*	4.01654827413627E-06	68226
0	girlgames.com*	0.000070765	686053
0	girlmeetsfood.com*	1.06442278621848E-06	9070
0	girlschase.com*	1.39637903593608E-05	139476
0	girlsgonewild.com*	3.42575481864869E-05	370176
0	girlsguidetoguns.com*	8.1472874985182E-07	7429
0	girlsinyogapants.com*	4.16804861780321E-05	452415
0	girlsocool.com*	6.5882126697609E-06	59413
0	girlwithcurves.com*	5.92582622449949E-06	67033
0	giveawaybandit.com*	7.64605763626478E-07	6627
0	giveawaytools.com*	1.03469104110843E-06	15177
0	giveforward.com*	9.77302195226337E-05	970548
0	givememyremote.com*	5.04979219490749E-06	43521
0	givemesport.com*	2.95198077588406E-05	327053
0	giverecipe.com*	1.50487359430889E-06	12345
0	givesmehope.com*	6.61215593352209E-06	68492
0	gizmag.com*	9.67464408061163E-05	800373
0	gizmodo.com*	0.0014537812	15372305
0	gizmologia.com*	7.49871447465747E-07	6690
0	glamazonsblog.com*	1.09928523070592E-06	9705
0	glamourandgraceblog.com*	1.42344018624199E-06	12834
0	glamourkills.com*	3.59346291009243E-06	47159
0	glasgowdailytimes.com*	8.0269133977408E-06	75687
0	glasscrafters.biz*	2.1587088739413E-06	23986
0	glassdoor.com*	0.0009433909	8158035
0	glasstire.com*	3.35758229512645E-06	36650
0	glenbard87.org*	1.11138841898081E-06	10967
0	glennbeck.com*	0.0002855129	2389756
0	glensfallsregion.com*	1.99426338107601E-06	18272
0	glidemagazine.com*	6.9526238819504E-06	61266
0	gliks.com*	7.05273829800679E-06	88182
0	glitterandpearls.com*	8.88794999838349E-07	7330
0	globalactioncash.com*	7.7118358334109E-07	9221
0	globalanimal.org*	7.12391030731889E-06	59188
0	globalgoodspartners.org*	2.41379672247395E-06	22798
0	globalgourmet.com*	2.4570787761961E-06	20272
0	globalgrind.com*	0.0002905384	2525586
0	globalguideline.com*	1.47540496198743E-06	13918
0	globalipvideo.com*	2.3417038184018E-06	33386
0	globalpost.com*	0.0001527066	1732477
0	globalspec.com*	7.25846618740099E-05	681030
0	globalsurveygroup.com*	0.000007148	59063
0	globaltravel.com*	1.50211091002875E-06	14415
0	globaltravelerusa.com*	1.51631900061231E-06	14098
0	globalvoicesonline.org*	6.49309739668762E-06	55527
0	globegazette.com*	0.000039383	392939
0	glock.pro*	2.52154140939929E-06	17134
0	glockforum.com*	6.61439239222506E-06	63938
0	glogster.com*	7.03114989370344E-05	769413
0	gloucestertimes.com*	2.07201321010272E-05	201725
0	glowtxt.com*	7.66184440357985E-07	7061
0	glutenfreenetwork.com*	1.58236031054702E-06	12868
0	glutenfreeonashoestring.com*	1.09336519296277E-05	104223
0	glutenfreeregistry.com*	2.98356746615363E-06	29082
0	glutenfreeville.com*	9.68781287568029E-07	7898
0	gm.jobs*	7.69604906609583E-07	6290
0	gmenhq.com*	2.15384128735249E-06	18066
0	gmpopcorn.com*	2.49838748400386E-06	29062
0	gnc.jobs*	1.23242030172967E-06	10775
0	gnome-look.org*	4.35609532780453E-06	50352
0	gnomestew.com*	1.59091147617601E-06	15781
0	go2web20.net*	0.000003361	31830
0	goanimate.com*	4.12617421749999E-05	603240
0	goanimate4schools.com*	3.2585203302244E-06	40024
0	goantiques.com*	1.04662320607074E-05	99006
0	goarch.org*	1.0262582762343E-05	118505
0	go-arizona.com*	4.97651528328672E-06	48286
0	goarmyparents.com*	8.15649644611866E-07	9173
0	goashlandeagles.com*	1.09033939589405E-06	7484
0	goat-link.com*	1.11757156951254E-06	10490
0	gobackpacking.com*	1.68365873415204E-06	14153
0	goblackbears.com*	0.000003967	36184
0	gobogalusa.com*	4.47752187973626E-06	50023
0	go-california.com*	1.48790281944519E-06	13696
0	gocaltech.com*	1.14269884082236E-06	10784
0	gocamels.com*	4.6243388157664E-06	43084
0	gocomics.com*	0.0005381047	4856797
0	gocrimson.com*	1.21192381549894E-05	109414
0	gocurrency.com*	9.4656141257207E-06	94739
0	god.tv*	6.19525372000999E-06	83035
0	godfruits.com*	2.58049182968164E-05	248565
0	godiplomats.com*	3.05960706205454E-06	29002
0	godlikeproductions.com*	0.0002074736	2581590
0	goeags.com*	4.16362832295499E-06	38067
0	gofreebies.com*	1.56749443799199E-06	12291
0	go-girl.com*	2.13476561018012E-06	19510
0	gogirlfinance.com*	8.43934269384696E-07	7334
0	gogomathgames.com*	6.96854220565976E-07	6110
0	goholycross.com*	2.60284326107189E-06	19799
0	goislanders.com*	0.000001859	17145
0	goldderby.com*	9.15132589975655E-06	129659
0	goldengatesports.com*	8.65983121068075E-06	71867
0	goldenkrustbakery.com*	1.05231959794359E-06	10994
0	goldenmine.com*	2.47825935567715E-06	27818
0	goldinvestingnews.com*	7.75393387958441E-07	6461
0	goldkeyvacations.com*	3.40888928890043E-06	37442
0	goldreview.com*	4.33215206404334E-07	5166
0	goldseek.com*	2.39539198291247E-05	406872
0	golf.com*	0.0003387823	3249400
0	golf18network.com*	0.000045884	468732
0	golfgearreview.com*	1.54973432476254E-06	12752
0	golfjobs.com*	9.09186240953646E-07	8079
0	golflongmont.com*	5.30698494574881E-07	5964
0	golfloopy.com*	5.85820623783328E-07	6696
0	golfmercercounty.com*	1.42436108100204E-06	14623
0	golfmkv.com*	1.02473222206051E-05	125142
0	golfnyc.com*	1.81666224878149E-06	19382
0	golfwaukeshacounty.com*	6.41337422174652E-07	6240
0	golfweek.com*	0.000073118	727297
0	golfwrx.com*	0.0001244076	1614940
0	golfyarmouthcapecod.com*	6.00949609126936E-07	6404
0	golsn.com*	7.29131581905576E-05	957538
0	goltv.tv*	4.09837635138604E-06	41060
0	golutes.com*	1.36713404948492E-06	12632
0	gomajors.com*	1.06639613213286E-06	9834
0	gomatadors.com*	2.46076235523628E-06	22807
0	gomilpitas.com*	4.36175225275909E-06	38336
0	gomonews.com*	6.26734662408214E-07	5277
0	gomustangsports.com*	1.11388799047236E-06	9217
0	good.is*	6.32087692091965E-05	570211
0	goodasyou.org*	4.78431139122576E-06	59352
0	goodbed.com*	1.04446568120435E-05	97068
0	goodbullhunting.com*	2.41403352398368E-05	223276
0	goodcholesterolcount.com*	8.29989291589719E-06	65842
0	goodcook.com*	9.17342737399764E-07	9841
0	goodfoodstories.com*	1.69405168930112E-06	13561
0	goodgameempire.tv*	1.54591918932807E-06	23787
0	goodiyz.com*	7.18692582018487E-07	5851
0	goodlifereview.com*	0.0002272667	1871474
0	goodreads.com*	0.0020751049	19480549
0	goodseed.com*	5.21752659763009E-07	5071
0	goodsmiths.com*	2.13594961772875E-06	25328
0	goodtherapy.org*	3.05376595814796E-05	280876
0	goodtoknow.co.uk*	4.78339049646571E-06	41076
0	goodtravel.in*	1.81764892173868E-05	145651
0	goodwilleasterseals.org*	3.98629030344905E-06	49674
0	googletvforum.org*	3.63871830972896E-06	34734
0	goonersguide.com*	2.46589305461368E-06	23372
0	go-part.com*	2.52706677795956E-06	22354
0	gopetrels.com*	8.44197382173281E-07	7562
0	gopicnic.com*	3.49584806552759E-06	41553
0	gopoly.com*	0.000005391	51252
0	goredlands.com*	1.90270013064861E-06	17736
0	goregispride.com*	6.64359791175794E-07	6020
0	goregrish.com*	1.94085148499336E-06	17217
0	gorhody.com*	4.89692366473991E-06	45219
0	gorockford.com*	2.23619559017943E-06	18243
0	gorp.com*	1.39622116826293E-05	128535
0	gortons.com*	0.000003717	34072
0	gosanangelo.com*	2.48992840785087E-05	238687
0	goshennews.com*	1.20618795670779E-05	109748
0	gosmcpioneers.com*	6.03186067829904E-07	5292
0	gosmithsonian.com*	8.85506089981043E-07	8328
0	gospelcity.com*	8.59063254728304E-07	7712
0	gospelherald.com*	2.06052833688101E-05	175914
0	gossipcenter.com*	0.0067237665	57192869
0	gossipcop.com*	0.0002265831	1949565
0	gossipextra.com*	1.67838332274092E-05	148787
0	gossiponthis.com*	2.18338885351053E-05	196630
0	gossipwelove.com*	2.33762557017874E-06	21106
0	gosuffolkrams.com*	0.000000585	5204
0	gosusqu.com*	1.99360559910455E-06	18136
0	gotceleb.com*	1.33575784944622E-05	142497
0	got-free-ecards.com*	1.7656183677961E-06	18712
0	gotgame.com*	1.96887299697761E-06	17301
0	gothamist.com*	0.0002828702	2994549
0	gototennis.com*	0.000000632	5720
0	gottadancedirty.com*	3.63121959525431E-06	36077
0	gotuftsjumbos.com*	2.95949264599815E-06	26620
0	gouldyloxreviews.blogspot.com*	8.18806998074879E-07	6672
0	gourmetrecipe.com*	0.0003486477	3002643
0	gourmetsleuth.com*	0.000010307	86901
0	go-utah.com*	3.09525884490773E-06	29448
0	governmentcontractswon.com*	2.33354732195569E-06	21827
0	govislandblog.com*	7.55528372420313E-07	5980
0	govst.edu*	1.62228767621471E-05	199256
0	gowasps.com*	1.27228188920021E-06	11418
0	gowilkes.com*	1.91892103406484E-05	356479
0	gozimmerman.com*	5.30303825392005E-07	6397
0	gozips.com*	6.27734491004835E-06	56464
0	gpb.org*	2.40303540942084E-05	238091
0	gpstudios.com*	5.74112104691319E-07	5071
0	gptoday.com*	3.19839905803285E-06	42853
0	gpxplus.net*	9.49508275804216E-06	329061
0	gqti.com*	2.73292622374806E-05	270237
0	graciebarra.com*	1.25373243760501E-06	12698
0	grad2b.com*	6.42837165069584E-06	58210
0	gradesaver.com*	9.28029063308123E-05	958712
0	gradgoal.com*	6.15052454595063E-06	53596
0	grainedit.com*	2.98093633826778E-06	35313
0	grandforksherald.com*	0.000070497	824774
0	grandhaventribune.com*	1.29414656193158E-05	183203
0	grandparents.com*	5.78391634197646E-05	537396
0	grandprairiereporter.com*	8.55248119293829E-07	7434
0	grandprix.com*	4.91389443960361E-06	60097
0	grandrapidsedu.com*	1.86862702452692E-06	17994
0	grantspassweather.com*	2.00334077228217E-06	30427
0	graphic-express.com*	7.77366733872825E-07	8438
0	graphicpolicy.com*	7.68157786272368E-07	6417
0	gratisonlinesex.com*	8.74192240071911E-07	10871
0	gravely.com*	5.73138587373557E-06	65150
0	gravitydefyer.com*	6.77147072700999E-06	75094
0	grayling-mi.com*	0.000000662	6292
0	greatautohelp.com*	3.75856618492919E-06	33148
0	greatbigstuff.com*	1.0302181237025E-06	11368
0	greatdaygames.com*	2.38591992252342E-05	496576
0	greateasterntheatres.com*	1.05613473337807E-06	10208
0	greatermankatoevents.com*	6.85540370656844E-07	6988
0	great-inspirational-quotes.com*	3.77606318537006E-06	29315
0	greatist.com*	0.0001235614	1074300
0	greatlakesbass.com*	0.00000102	13011
0	greatleadershipbydan.com*	1.40318050152099E-06	12066
0	greatoutdoors.com*	3.00869473746344E-06	23748
0	greatrailing.com*	6.33180925728534E-07	6455
0	greatrussiangifts.com*	6.12131902641776E-07	5882
0	greatschools.org*	0.000603004	5012615
0	greattastenopain.com*	0.000001111	9735
0	greekchat.com*	1.94132508801281E-05	239833
0	greekcurrent.com*	5.39644329386753E-07	5398
0	greekrank.com*	3.82230525796378E-05	518965
0	greeleytribune.com*	1.80324349656368E-05	220836
0	greenarrowtv.com*	3.09736374721641E-06	31295
0	greenbackd.com*	6.49230805832186E-07	5429
0	greenbeansnmore.com*	2.56653369624724E-06	20239
0	greenbook.org*	4.10534884028353E-06	38516
0	greenbuildingadvisor.com*	2.35555670672078E-05	210512
0	greenbuildingelements.com*	1.49566464670843E-06	12532
0	greencarcongress.com*	3.57951793229746E-06	41479
0	greencoalition.net*	1.33871786831779E-06	11519
0	greencoffeevitalmend.com*	0.000004667	41072
0	greenfairyquilts.com*	5.39512772992461E-07	5048
0	greenfarmparts.com*	9.1843465547239E-06	101753
0	greenfieldreporter.com*	1.15413109148636E-05	109142
0	greenfunstore.com*	4.40608675763558E-06	48530
0	greenglobaltravel.com*	9.24183669902961E-07	7894
0	greenindustrypros.com*	3.40191680000294E-06	29690
0	greenlitebites.com*	8.03612234534126E-06	70799
0	greenlivingideas.com*	1.1080995091235E-06	9352
0	greenpartstore.com*	1.54068324483523E-05	168551
0	greenplastic.com*	8.27621276492459E-07	7754
0	greenridge.com*	0.000003211	40429
0	greensborocollegesports.com*	1.3335871689404E-06	12017
0	greensburgdailynews.com*	0.000007001	62357
0	greenupgrader.com*	2.4704975284139E-06	20311
0	greenwichworkshop.com*	1.57117801703218E-06	19391
0	greginhollywood.com*	7.63224421486409E-06	69107
0	gretsch-talk.com*	0.000003088	38790
0	gridskipper.com*	2.0435970289356E-06	16638
0	grindmedia.com*	4.06877616267028E-06	30444
0	grindtv.com*	0.0041799997	32789025
0	grist.org*	3.17806043947527E-05	280009
0	grizzlycentral.com*	5.94805925513488E-06	58250
0	grocerybudget101.com*	4.34267657558672E-06	42924
0	grocerycouponnetwork.com*	0.00005365	493104
0	groovebricks.com*	0.000000968	10080
0	groundhog.org*	6.93433754314378E-07	6301
0	grounds-mag.com*	1.42212462229907E-06	11546
0	grouprecipes.com*	9.78119160434892E-05	847926
0	growingbolder.com*	1.55315479101414E-06	14859
0	growingproduce.com*	2.86385114734769E-06	27808
0	gscentral.org*	5.8529439820616E-07	5348
0	gswcanes.com*	6.87908385754104E-07	5912
0	gta-downloads.com*	2.6282336451703E-06	25957
0	gta-sanandreas.com*	3.05473947546573E-06	30259
0	gtspirit.com*	1.68673715377848E-05	171789
0	guardian-series.co.uk*	0.00000087	7562
0	guestofaguest.com*	3.75148845091627E-05	381752
0	guildhead.com*	3.82776484832691E-06	33522
0	guildomatic.com*	2.34394027710477E-06	40388
0	guildwars2guru.com*	4.01724552302602E-05	400637
0	guildwarsguru.com*	2.91318479520728E-06	27783
0	guilfordchilddev.org*	6.86592821811182E-07	9886
0	guilfordquakers.com*	1.41331034388149E-06	12259
0	guitarbackingtrack.com*	7.66618576459149E-06	103621
0	guitaretab.com*	0.0001029149	858542
0	guitarjamz.com*	0.00000321	42822
0	guitartabs.cc*	9.0471332354771E-06	73449
0	gulfcoast.org*	7.60369647730268E-06	78688
0	gulflive.com*	1.2154626825054E-05	97264
0	gulfshorelife.com*	8.49196525156386E-07	7206
0	gumbumper.com*	2.78807466423536E-06	24305
0	gunandgame.com*	2.54789215517603E-05	212072
0	gunauction.com*	0.0001102516	1294395
0	gunaxin.com*	1.87120552985505E-05	157031
0	gunbroker.com*	0.0007904419	9129129
0	gunforums.net*	1.17440393184679E-06	9290
0	gunhub.com*	2.37748715764929E-06	19740
0	g-unleashed.com*	3.47164168897782E-06	38329
0	gunnerforum.com*	7.44082966116889E-07	6936
0	gunnisoncrestedbutte.com*	2.57455863629906E-06	24654
0	guns.com*	0.000122137	1038773
0	gunshopfinder.com*	3.73449136477371E-06	29153
0	gun-shots.net*	1.18584933815021E-06	9361
0	gunshowminute.com*	3.13051595857805E-06	30034
0	gunshowstoday.com*	2.49825592760957E-06	23535
0	gunssavelives.net*	4.20547641197935E-05	348939
0	guntalk.tv*	5.78058796520087E-07	5456
0	gunwiki.net*	5.88188638880589E-07	5136
0	gurfinkel.com*	1.30438164940752E-06	14059
0	gurl.com*	5.22351241357039E-05	434835
0	guycandi.blogspot.com*	8.42881818230359E-07	7603
0	guygames.com*	2.04557037484998E-06	19686
0	guypo.com*	2.74610817445614E-06	21104
0	guysgab.com*	1.9638738539945E-06	16694
0	guy-sports.com*	7.35650201242756E-06	65112
0	gw2db.com*	1.54364326370681E-05	141707
0	gymnastike.org*	1.06018667032227E-05	127627
0	gzoo.org*	9.93211309988097E-06	80660
0	h2owirelessnow.com*	3.53801188989826E-05	459679
0	habseyesontheprize.com*	1.70747044151893E-06	15920
0	haciendacolorado.com*	0.00000094	9081
0	hackaday.com*	9.76743080550595E-05	1168887
0	hackedfreegames.com*	2.89643766621388E-05	413997
0	hackedonlinegames.com*	1.34148055259793E-05	160843
0	hacker10.com*	9.52205181887207E-07	7693
0	hackingnetflix.com*	1.42386116670373E-05	128269
0	hacking-tutorial.com*	4.18309866931024E-06	35462
0	hackleyhealthmanagement.com*	6.04633188167118E-07	7274
0	hackmytrip.com*	5.31816723926365E-06	47913
0	hacksden.com*	1.36345047044473E-06	12174
0	hadit.com*	0.000001553	16204
0	hahastop.com*	1.61261828123423E-06	19977
0	hairfinder.com*	4.84335390098411E-05	493855
0	hairsite.com*	2.52890856747966E-06	25965
0	haistenfunerals.com*	7.94074395947939E-07	8845
0	haiti-liberte.com*	7.09352078023738E-07	6482
0	halaltube.com*	1.44580477327167E-06	17542
0	halen.com*	5.71612533199767E-07	7820
0	halfhourmeals.com*	6.02120461036137E-06	48189
0	halfmarathons.net*	2.68296110519587E-05	286812
0	hallelujah955.com*	1.29477803262419E-06	12247
0	hallpass.com*	3.06894756604929E-06	30524
0	halohangout.com*	1.09783811036871E-06	9071
0	haloheaven.com*	0.0000063	87948
0	halosheaven.com*	6.63846721238054E-06	72869
0	hammerdowncrossfit.com*	5.41617675301137E-07	6504
0	hamovhotov.com*	1.5655605589959E-05	255792
0	hamptonroadsmag.com*	3.09973176231367E-06	25657
0	hamptons.com*	8.87282101303988E-06	91515
0	hamptons-magazine.com*	5.0124301789285E-06	49277
0	hancinema.net*	1.19284813832656E-05	116813
0	handgunforum.net*	1.53667077480932E-05	125752
0	handmadespark.com*	2.07806480424016E-06	18483
0	hanfordsentinel.com*	1.38461789428635E-05	125884
0	hannity.com*	2.40813979751938E-05	234060
0	haohaoreport.com*	0.000002458	20574
0	happensinadops.com*	2.01149726872829E-06	23870
0	happi.com*	1.97176723765204E-06	19208
0	happiestbaby.com*	2.10661254180158E-06	18576
0	happyhopper.org*	2.98659326322235E-06	31055
0	happyplace.com*	5.93606131197543E-05	551640
0	hardassetsinvestor.com*	2.58047867404221E-06	23445
0	hardcoregamer.com*	0.00000225	21021
0	hardlyworking.com*	0.000001572	6227
0	hardrockhideout.com*	9.10370248502276E-07	7156
0	hardwareanalysis.com*	4.49936024118877E-06	35500
0	hardwareandtools.com*	1.03824306375433E-05	95961
0	hardwarecanucks.com*	0.000010332	96828
0	hardwaresecrets.com*	1.43538550684373E-05	118756
0	hardwoodbargains.com*	1.85389270836619E-06	19363
0	hardwoodhoudini.com*	7.89601478542003E-07	6343
0	harlandaily.com*	9.99052413894672E-06	118578
0	harlemonestop.com*	0.000002896	26119
0	harpercollins.ca*	7.80655643730131E-07	6686
0	harpercollins.com*	2.73968822241468E-05	247151
0	harpercollins.com.au*	6.00818052732643E-07	5233
0	harpercollinschildrens.com*	1.64374452412377E-05	165321
0	harperteen.com*	2.92949778809952E-06	28036
0	harrisburgmagazine.com*	7.86181012290405E-07	6818
0	harriscountyarrests.com*	3.49532183995043E-06	32160
0	harrisondaily.com*	5.10609833166457E-06	59355
0	hasitleaked.com*	5.68473597631954E-05	594502
0	hastings.edu*	3.32732432443924E-06	45715
0	hastingsstargazette.com*	4.54487875361389E-06	42699
0	hausofrihanna.com*	7.52765688140177E-07	8658
0	hauteapplepie.com*	1.26872986655432E-06	10201
0	hautehijab.com*	6.42784542511867E-07	7055
0	hauteliving.com*	1.00691948627334E-05	88793
0	hautetime.com*	5.32803396883557E-07	5085
0	havahart.com*	8.1507079647698E-06	80141
0	havahartwireless.com*	1.87375772390432E-06	20712
0	havasunews.com*	9.13527601965289E-06	92180
0	havocscope.com*	2.04885928470729E-06	19837
0	hawaiianrainbow.com*	1.04942535726917E-06	10890
0	hawaiibusiness.com*	3.13775156026413E-06	26604
0	hawaiigaga.com*	4.18257244373307E-06	39515
0	hawaii-guide.com*	4.8428539866858E-06	46543
0	hawaiimagazine.com*	3.80882072754882E-06	37153
0	hawaiinewsnow.com*	0.0001073357	1157440
0	hawkscay.com*	7.93982306471934E-06	81129
0	hawtcelebs.com*	0.000007437	76885
0	haydenharnett.com*	7.60790628192003E-07	9001
0	haytalk.com*	4.23993103164448E-06	46608
0	hbcubuzz.com*	9.94566340849307E-07	9102
0	hcd.com*	1.15914339010889E-06	15418
0	hcnews.com*	7.31006260524241E-06	86560
0	hcrealms.com*	2.17548231421356E-05	469899
0	hd4sale.com*	1.26965076131437E-06	14675
0	hddizifilmm.com*	6.53177497660953E-07	5131
0	hdguru.com*	6.01265344473237E-06	49305
0	hd-trailers.net*	3.63161426443718E-06	50200
0	headblitz.com*	8.33409757841317E-07	8129
0	head-fi.org*	7.58410773019256E-05	777586
0	headfirstlabs.com*	1.98689622299564E-06	18877
0	headlinesandheroes.com*	0.00000098	10777
0	healing-oceans-family-wellness-center.com*	1.27846503973195E-06	11347
0	health.am*	8.9437299095634E-06	73237
0	health.com*	0.0003329834	2801989
0	healthcare311.com*	1.11875557706117E-06	11232
0	healthcareglobal.com*	1.28175394958925E-06	10604
0	healthcareitnews.com*	1.91023831204156E-05	186097
0	healthcarepackaging.com*	1.07152683151026E-06	10854
0	healtheagle.com*	7.80208351989537E-06	62698
0	healthforum.com*	6.04106962589949E-07	5366
0	healthkicker.com*	2.08964176693788E-06	15490
0	healthnewsdigest.com*	9.3944421164086E-07	7748
0	healthpricer.com*	2.79623116068148E-06	23220
0	healthradio.net*	1.26794052818857E-06	10125
0	healthsolutions.org*	9.29577482068942E-07	10547
0	healthyaperture.com*	4.44147542770019E-06	42555
0	healthy-delicious.com*	2.32223347204655E-06	18864
0	healthyeatingstartshere.com*	1.49934822574861E-06	13099
0	healthyhappierbear.com*	0.000001713	16944
0	healthylifedeals.com*	1.45685551039222E-06	13186
0	healthylifestylemethod.com*	1.39926012097108E-05	111290
0	healthy-oil-planet.com*	7.02511145520542E-07	5827
0	healthywaytocook.com*	0.0005086028	4833589
0	hearth.com*	2.18850639724849E-05	250308
0	hearthealthguidelines.com*	1.9426274963163E-05	154535
0	hearthpwn.com*	2.07977503736596E-05	216894
0	heartlandconf.org*	7.63421756077848E-07	6572
0	heartlandconnection.com*	2.2293415020368E-05	244297
0	hearts.com*	1.09073406507693E-06	11947
0	heartsonfire.com*	3.59109489499517E-06	41303
0	heartymagazine.com*	6.21603963030817E-07	6090
0	heavyequipment2.com*	6.60149986558442E-07	6019
0	heavytable.com*	8.99858892598326E-06	85149
0	heavytruckparts.net*	9.58454110616088E-06	103161
0	hecklerspray.com*	4.6294695151438E-05	397899
0	hedgetracker.com*	1.15506514188583E-06	10191
0	heidiandfrank.com*	5.1614835736616E-06	63919
0	helenair.com*	3.73150503462328E-05	369542
0	hellhorror.com*	3.8752567066664E-06	33993
0	hellobeautiful.com*	6.88566167725565E-05	563742
0	hellogiggles.com*	0.0001067441	1005969
0	hellsgamers.com*	1.57855833075197E-05	171396
0	helpforalzheimersfamilies.com*	1.24912796380478E-06	11128
0	helpoutdineoutlv.org*	2.94278498392303E-06	34751
0	hemitruckclub.com*	5.37144757895201E-07	5943
0	hemmings.com*	0.0001220291	1271911
0	henryrepeating.com*	1.68593465977329E-05	194931
0	heraldbanner.com*	8.69140474531089E-06	78541
0	heraldbulletin.com*	2.18636202802153E-05	196732
0	heraldextra.com*	5.45644616530422E-05	497506
0	heraldguide.com*	0.000003876	35996
0	heraldindependent.com*	1.08547180930524E-06	11061
0	heraldnet.com*	7.84145834870704E-05	843787
0	herald-review.com*	8.70274490649888E-05	693490
0	heraldtimesjobs.com*	1.81416267728994E-06	19982
0	heraldtimesonline.com*	3.03392725388869E-05	423549
0	herbivoracious.com*	4.48515215060521E-06	39493
0	hercampus.com*	5.38989178543178E-05	562418
0	heresalink.com*	8.39329795584468E-07	6700
0	heritagerecipes.com*	1.24518127197601E-06	10935
0	herominis.com*	1.27162410722875E-06	15769
0	herosmack.com*	0.000345359	3792769
0	hertzcorporation.jobs*	0.000001239	9799
0	herviewphotography.com*	5.69507630891091E-07	5113
0	hewearspanties.com*	2.93226047237965E-06	28011
0	hhnmag.com*	4.39516757690932E-06	39479
0	hi5.com*	0.0001708031	2484382
0	hickoryrecord.com*	2.60211970090329E-05	229315
0	highdeas.com*	1.07822305197974E-05	129680
0	highlifeworkout.com*	9.26420128605929E-07	7831
0	highlinetimes.com*	0.000001193	11270
0	highschoolhoop.com*	6.72910956804789E-07	5385
0	highsnobette.com*	0.000002335	21448
0	highsnobiety.com*	5.95178230109335E-05	644982
0	hightechdad.com*	1.52934308364724E-06	12406
0	hillcrest.net*	0.000001729	19803
0	hillmanwonders.com*	3.79921711076549E-06	35808
0	hillshirefarm.com*	3.91788097841709E-06	37031
0	hiltonworldwide.jobs*	1.36081934255889E-06	10933
0	hindupedia.com*	7.43162071356843E-07	6545
0	hinduwebsite.com*	0.000000724	6283
0	hipdysplasia.org*	1.4944806391598E-06	13779
0	hiphopdx.com*	0.0002213936	2382816
0	hiphopgalaxy.com*	8.3946135197876E-07	7803
0	hiphopgossipsite.com*	3.44217305665636E-06	32070
0	hiphopisread.com*	1.64077134961277E-06	14947
0	hiphopnc.com*	1.64340247749861E-06	13773
0	hiphopsince1987.com*	9.23815311998942E-06	94859
0	hiphopwired.com*	7.02080956111207E-05	585596
0	hipointfirearmsforums.com*	0.000005906	54903
0	hippressurecooking.com*	3.1382777858413E-06	30002
0	hispanicbusiness.com*	1.3984576269659E-05	118501
0	histalk2.com*	7.96916014064651E-06	79091
0	histalkpractice.com*	5.8476817262899E-07	5280
0	histomil.com*	7.14088108218259E-07	7798
0	histopolis.com*	5.37631516554082E-06	46325
0	historicbanningmills.com*	1.93887813907898E-06	21744
0	history.com*	0.0002387946	1880029
0	hitchedmag.com*	5.4444613777842E-06	44297
0	hitechlegion.com*	1.78008957116825E-06	17579
0	hitfix.com*	0.000206862	1880391
0	hivplusmag.com*	5.47065425588779E-05	444477
0	hkpro.com*	0.000013479	161350
0	hmbreview.com*	4.68393386238078E-06	48833
0	hngn.com*	6.9529396172967E-05	603353
0	hnsearch.com*	4.92336649999265E-06	47848
0	hnuhawks.com*	6.28313339139721E-07	5834
0	hobbyheart.com*	1.58959591223309E-06	18443
0	hobokenmenus.com*	1.04561022183469E-06	10570
0	hobokennj.org*	0.000005378	49545
0	hobomama.com*	8.05256689462779E-07	6597
0	hockeyfights.com*	7.56449267180359E-06	94847
0	hockeygiant.com*	1.7157848056382E-05	211110
0	hockeyjournal.com*	1.34226989096368E-06	11090
0	hockeywilderness.com*	2.45484231749313E-06	23016
0	hogshaven.com*	1.94420617304781E-05	202632
0	holeinthedonut.com*	0.00000094	8007
0	holidayshelper.com*	0.0002228275	1834842
0	holland.org*	5.30369603589151E-06	43429
0	hollandamericablog.com*	1.73443950234884E-06	18680
0	hollandsentinel.com*	1.38770946955222E-05	113728
0	hollyscoop.com*	0.0006722133	5405314
0	hollywoodheavy.com*	1.50305811606765E-05	114737
0	hollywoodlife.com*	0.0008159345	6716208
